Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
622,216000.0,RL,9.48683298051,9.28730141311,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,216.0,343.0,7692038424.0,7964053973.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,956.0,Rec,6028568.0,56623104.0,1522.0,GasA,TA,Y,SBrkr,39.3446311458,1211355496.0,0.0,51.1272921247,0.0,1.0,4.0,1.0,16.0,1.0,TA,9.0,Typ,1.0,TA,Attchd,7692038424.0,RFn,4.0,624.0,TA,TA,Y,6.16441400297,6.24025146916,0.0,0.0,0.0,0.0,,,,0.0,36.0,8096384512.0,WD,Normal,240000
872,216000.0,RL,8.36660026534,9.07680897935,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,216.0,125.0,7976023992.0,7976023992.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505.0,Unf,0.0,26730899.0,804.0,GasA,Ex,Y,SBrkr,28.3548937575,676836152.0,0.0,41.0121933088,0.0,1.0,4.0,1.0,9.0,1.0,Gd,7.0,Typ,0.0,,Attchd,7976023992.0,RFn,4.0,523.0,TA,TA,Y,0.0,4.25432086512,0.0,0.0,0.0,0.0,,,,0.0,36.0,8120601000.0,WD,Normal,200500
870,216000.0,RL,8.94427191,9.20412107216,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,343.0,125.0,7916293657.0,7928215784.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750.0,Unf,0.0,27000000.0,1050.0,GasA,Ex,Y,SBrkr,32.5883414736,697864103.0,0.0,44.1474801093,1.0,1.0,4.0,1.0,9.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,7916293657.0,Fin,4.0,574.0,TA,TA,Y,12.4899959968,4.48140474656,0.0,0.0,0.0,0.0,,GdPrv,,0.0,36.0,8120601000.0,WD,Normal,236000
909,8000.0,RL,,9.09211974059,Pave,,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,125.0,125.0,7797729087.0,7797729087.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,301.0,ALQ,34012224.0,13651919.0,864.0,GasA,TA,Y,SBrkr,30.0333148354,0.0,0.0,30.0333148354,1.0,1.0,1.0,0.0,4.0,1.0,TA,5.0,Typ,0.0,,Attchd,7797729087.0,Unf,4.0,484.0,TA,TA,Y,12.8062484749,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,36.0,8072216216.0,WD,Normal,131000
763,216000.0,FV,8.48528137424,9.0641578618,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,343.0,125.0,8108486729.0,8108486729.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,392223168.0,756.0,GasA,Ex,Y,SBrkr,27.6405499222,480048687.0,0.0,39.3319208786,0.0,1.0,4.0,1.0,9.0,1.0,Gd,7.0,Typ,0.0,,Attchd,8108486729.0,Unf,4.0,614.0,TA,TA,Y,13.0,3.55689330449,0.0,0.0,0.0,0.0,,,,0.0,36.0,8120601000.0,Con,Normal,215200
1159,8000.0,RL,9.59166304663,9.38697914563,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,512.0,125.0,8084294343.0,8096384512.0,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,3944312000.0,1580.0,GasA,Ex,Y,SBrkr,39.7492138287,0.0,0.0,39.7492138287,0.0,1.0,4.0,0.0,9.0,1.0,Gd,7.0,Typ,0.0,,Attchd,8096384512.0,RFn,9.0,830.0,TA,TA,Y,0.0,2.88449914061,0.0,0.0,0.0,0.0,,,,0.0,36.0,8096384512.0,ConLD,Partial,235128
447,8000.0,RL,11.7046999107,9.71063069383,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,216.0,216.0,7598896696.0,8024024008.0,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247.0,Rec,362467097.0,172808693.0,1517.0,GasA,Ex,Y,SBrkr,43.4511219648,0.0,0.0,43.4511219648,0.0,1.0,4.0,1.0,4.0,1.0,Gd,6.0,Mod,1.0,Gd,Attchd,7598896696.0,Fin,4.0,578.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,36.0,8120601000.0,WD,Normal,190000
225,8000.0,RL,10.1488915651,9.50836873648,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1000.0,125.0,8036054027.0,8036054027.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,903.814677808,Ex,TA,PConc,Ex,TA,Gd,GLQ,56.0,Unf,0.0,11074755306.8,2295.95225633,GasA,Ex,Y,SBrkr,48.1105187271,0.0,0.0,48.9080770425,0.0,1.0,4.0,0.0,9.0,1.0,Ex,8.0,Typ,1.0,Ex,Attchd,8036054027.0,Fin,9.0,968.0,TA,TA,Y,15.748015748,4.71769398032,0.0,0.0,0.0,0.0,,,,0.0,36.0,8108486729.0,WD,Normal,386250
487,8000.0,RL,8.88819441732,9.23883064238,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,125.0,343.0,7587307125.0,7587307125.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,ALQ,836.0,Unf,0.0,13312053.0,1073.0,GasA,TA,Y,SBrkr,32.7566787083,0.0,0.0,32.7566787083,1.0,1.0,1.0,1.0,9.0,1.0,TA,6.0,Typ,0.0,,Attchd,7587307125.0,RFn,4.0,515.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,36.0,8084294343.0,WD,Normal,156000
1373,216000.0,RL,8.66025403784,9.18502256399,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,343.0,216.0,7976023992.0,7976023992.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,975.0,Unf,0.0,2352637.0,1108.0,GasA,Ex,Y,SBrkr,33.2866339542,967361669.0,0.0,45.7930125674,1.0,1.0,4.0,1.0,9.0,1.0,Gd,8.0,Typ,1.0,TA,Detchd,7976023992.0,RFn,4.0,583.0,TA,TA,Y,15.9059737206,5.53965825675,0.0,0.0,0.0,0.0,,,,0.0,36.0,8072216216.0,WD,Normal,274300
944,729000.0,RL,10.0,10.1266311039,Pave,,Reg,Low,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,125.0,64.0,7610498063.0,7610498063.0,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,4346707968.0,1632.0,GasA,TA,Y,SBrkr,40.3980197534,0.0,0.0,40.3980197534,0.0,1.0,4.0,0.0,16.0,4.0,TA,8.0,Typ,0.0,,Attchd,7610498063.0,Unf,4.0,576.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,36.0,8084294343.0,WD,Normal,143000
183,8000.0,RL,7.74596669241,9.11162439904,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,125.0,216.0,7495014493.0,8072216216.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,36.6060104354,0.0,0.0,36.6060104354,0.0,1.0,1.0,0.0,9.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,7495014493.0,RFn,1.0,252.0,TA,TA,Y,10.7703296143,0.0,0.0,5.59969605495,0.0,0.0,,MnPrv,,0.0,36.0,8084294343.0,WD,Normal,120000
1425,8000.0,RL,,9.15936281721,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,125.0,125.0,7506509912.0,7797729087.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,457.0,Rec,52313624.0,7189057.0,1024.0,GasA,TA,Y,SBrkr,36.6606055596,0.0,0.0,36.6606055596,1.0,1.0,1.0,0.0,4.0,1.0,TA,6.0,Min1,1.0,TA,Detchd,7645373000.0,Unf,1.0,484.0,TA,TA,Y,17.7763888346,3.03658897188,0.0,0.0,0.0,0.0,,GdWo,,0.0,36.0,8084294343.0,WD,Normal,144000
929,8000.0,RL,,9.37906997525,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,512.0,125.0,8012006001.0,8012006001.0,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,5386984777.0,1753.0,GasA,Ex,Y,SBrkr,42.2847490237,0.0,0.0,42.2847490237,0.0,1.0,4.0,0.0,9.0,1.0,Ex,7.0,Typ,1.0,TA,Attchd,8012006001.0,RFn,4.0,522.0,TA,TA,Y,14.2126704036,5.32507402161,0.0,0.0,0.0,0.0,,,,0.0,36.0,8108486729.0,WD,Normal,236500
1367,216000.0,RL,8.24621125124,9.12467354522,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,343.0,125.0,7988005999.0,7988005999.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,TA,No,GLQ,633.0,Unf,0.0,13824000.0,873.0,GasA,Ex,Y,SBrkr,29.6984848098,748613312.0,0.0,42.3083916026,1.0,1.0,4.0,1.0,9.0,1.0,Gd,7.0,Typ,0.0,,Attchd,7988005999.0,RFn,4.0,588.0,TA,TA,Y,0.0,4.44796018114,0.0,0.0,0.0,0.0,,,,0.0,36.0,8096384512.0,WD,Abnorml,193000
314,8000.0,RL,12.1433391801,12.0548998735,Pave,,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,343.0,125.0,7587307125.0,7587307125.0,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236.0,Rec,551368000.0,512000.0,2136.0,GasW,TA,Y,SBrkr,45.1220566907,0.0,0.0,45.1220566907,1.41421356237,1.0,4.0,0.0,9.0,1.0,TA,8.0,Typ,1.25992104989,Gd,Attchd,7587307125.0,RFn,4.0,513.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,36.0,8108486729.0,WD,Normal,375000
543,8000.0,RL,8.83176086633,9.22424327715,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,343.0,125.0,7976023992.0,7988005999.0,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144.0,GLQ,1376974123.75,54439939.0,1650.0,GasA,Ex,Y,SBrkr,40.9878030638,0.0,0.0,40.9878030638,1.0,1.0,4.0,0.0,9.0,1.0,Gd,7.0,Maj1,1.0,TA,Attchd,7976023992.0,Fin,4.0,583.0,TA,TA,Y,8.83176086633,4.17933919638,0.0,0.0,0.0,0.0,,,,0.0,36.0,8108486729.0,WD,Normal,213250
320,512000.0,RL,,9.55499334069,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,343.0,125.0,7762392000.0,7762392000.0,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1036.0,Unf,0.0,37933056.0,1372.0,GasA,TA,Y,SBrkr,38.3666521865,0.0,0.0,38.3666521865,1.0,1.0,4.0,0.0,9.0,1.0,TA,6.0,Typ,1.25992104989,TA,Attchd,7762392000.0,Unf,4.0,588.0,TA,TA,Y,15.2643375225,3.63424118566,0.0,0.0,0.0,0.0,,,,0.0,36.0,8108486729.0,WD,Normal,187500
144,8000.0,RL,8.83176086633,9.24329147212,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,343.0,125.0,7988005999.0,7988005999.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.0,Unf,0.0,533411731.0,1490.0,GasA,Ex,Y,SBrkr,38.7427412556,0.0,0.0,38.7427412556,1.0,1.0,4.0,0.0,9.0,1.0,Gd,6.0,Typ,0.0,,Attchd,7988005999.0,RFn,4.0,577.0,TA,TA,Y,12.0,3.07231682569,0.0,0.0,0.0,0.0,,,,0.0,36.0,8108486729.0,WD,Normal,204000
604,4096000.0,FV,5.47722557505,8.0652652089,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,343.0,125.0,8048096064.0,8060150125.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,216000000.0,600.0,GasA,Ex,Y,SBrkr,24.4948974278,216000000.0,0.0,34.6410161514,0.0,1.0,4.0,1.0,4.0,1.0,Gd,4.0,Typ,0.0,,Detchd,8048096064.0,RFn,4.0,480.0,TA,TA,Y,0.0,5.56129776652,0.0,0.0,0.0,0.0,,,,0.0,36.0,8120601000.0,WD,Normal,151000
473,5832000.0,RM,5.9160797831,8.20930841165,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,216.0,125.0,8060150125.0,8060150125.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,459.0,Unf,0.0,681472.0,547.0,GasA,Ex,Y,SBrkr,32.7414110875,0.0,0.0,32.7414110875,1.0,1.0,1.0,0.0,4.0,1.0,TA,5.0,Typ,0.0,,Basment,8060150125.0,RFn,4.0,525.0,TA,TA,Y,0.0,3.03658897188,0.0,0.0,0.0,0.0,,,,0.0,36.0,8096384512.0,WD,Normal,148000
1278,512000.0,RL,,9.7909345663,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,216.0,125.0,7610498063.0,7715442176.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528.0,Unf,0.0,1528823808.0,1680.0,GasA,Fa,Y,SBrkr,41.5210789841,0.0,0.0,41.5210789841,1.0,1.0,1.0,1.0,9.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,7610498063.0,RFn,4.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,36.0,8108486729.0,WD,Normal,197900
707,8000.0,RL,,11.3211346926,Pave,,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,343.0,125.0,7657021611.0,8024024008.0,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219.0,Unf,0.0,76225024.0,1643.0,GasA,TA,Y,SBrkr,42.7083130081,0.0,0.0,42.7083130081,1.0,1.0,4.0,0.0,4.0,1.0,Gd,5.0,Typ,1.25992104989,TA,Attchd,7657021611.0,Unf,4.0,739.0,TA,TA,Y,19.4935886896,3.63424118566,0.0,0.0,0.0,0.0,,,,0.0,36.0,8084294343.0,WD,Normal,302000
286,4096000.0,FV,5.9160797831,8.35490952836,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,343.0,125.0,8072216216.0,8084294343.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,244140625.0,625.0,GasA,Ex,Y,SBrkr,25.0,244140625.0,0.0,35.3553390593,0.0,1.0,4.0,1.0,4.0,1.0,Gd,5.0,Typ,0.0,,Detchd,8072216216.0,RFn,4.0,528.0,TA,TA,Y,0.0,3.77976314968,0.0,0.0,0.0,0.0,,,,0.0,36.0,8084294343.0,New,Partial,164700
1261,216000.0,RL,,10.113829512,Pave,,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,216.0,125.0,7988005999.0,7988005999.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,594823321.0,841.0,GasA,Ex,Y,SBrkr,29.8663690461,480048687.0,0.0,40.9267638594,0.0,1.0,4.0,1.0,9.0,1.0,TA,7.0,Typ,1.0,TA,BuiltIn,7988005999.0,Fin,4.0,502.0,TA,TA,Y,0.0,4.68754814765,0.0,0.0,0.0,0.0,,,,0.0,36.0,8108486729.0,WD,Normal,181000
174,8000.0,RL,8.94427191,9.22984883836,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,216.0,125.0,7541066681.0,7541066681.0,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,288.0,Rec,52313624.0,343000000.0,1362.0,GasA,TA,Y,SBrkr,36.9052841745,0.0,0.0,36.9052841745,1.0,1.0,1.0,1.0,9.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,7541066681.0,Unf,4.0,504.0,TA,TA,Y,0.0,2.71441761659,0.0,0.0,0.0,0.0,,,,0.0,36.0,8096384512.0,COD,Normal,163000
685,216000.0,RL,7.61577310586,9.72734685482,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,343.0,125.0,7976023992.0,7976023992.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1706489875.0,1195.0,GasA,Gd,Y,SBrkr,34.5687720349,267089984.0,0.0,42.8835632848,0.0,1.0,4.0,1.0,16.0,1.0,TA,7.0,Typ,0.0,,Attchd,7976023992.0,Fin,4.0,486.0,TA,TA,Y,0.0,4.32674871092,0.0,0.0,0.0,0.0,,,,0.0,36.0,8120601000.0,WD,Normal,221000
406,8000.0,RL,,9.20943996673,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,64.0,64.0,7715442176.0,7916293657.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116.0,Unf,0.0,4492125.0,1281.0,GasA,Ex,Y,SBrkr,40.249223595,0.0,0.0,40.249223595,1.0,1.0,4.0,0.0,9.0,1.0,TA,8.0,Min1,1.0,TA,Attchd,7916293657.0,Unf,4.0,490.0,TA,TA,Y,10.9544511501,4.2726586817,0.0,0.0,0.0,0.0,,GdWo,,0.0,36.0,8108486729.0,WD,Normal,150000
444,1728000.0,RL,7.28010988928,8.27435700676,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,343.0,125.0,8072216216.0,8084294343.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1990865512.0,1258.0,GasA,Ex,Y,SBrkr,35.4682957019,0.0,0.0,35.4682957019,0.0,1.0,4.0,0.0,4.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,8084294343.0,Fin,9.0,648.0,TA,TA,Y,12.0,2.51984209979,0.0,0.0,0.0,0.0,,,,0.0,36.0,8084294343.0,New,Partial,172500
942,216000.0,RL,,9.07738024472,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,343.0,125.0,7988005999.0,7988005999.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,No,ALQ,772.0,Unf,0.0,10648000.0,992.0,GasA,Ex,Y,SBrkr,31.9687347263,1118386872.0,0.0,45.3872228716,1.0,1.0,4.0,1.0,9.0,1.0,Gd,8.0,Typ,1.0,TA,BuiltIn,7988005999.0,RFn,4.0,390.0,TA,TA,Y,0.0,0.0,0.0,5.51784835276,0.0,0.0,,GdPrv,,0.0,36.0,8108486729.0,WD,Normal,214000
265,27000.0,RM,5.47722557505,8.56254889314,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,125.0,125.0,7133328125.0,8048096064.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,314432000.0,680.0,GasA,Gd,N,FuseP,27.6405499222,0.0,0.0,27.6405499222,0.0,1.0,1.0,0.0,4.0,1.0,TA,4.0,Typ,0.0,,Detchd,7587307125.0,Unf,4.0,504.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,36.0,8096384512.0,WD,Normal,73000
233,4096000.0,RM,4.58257569496,7.4265490724,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,216.0,125.0,7668682048.0,7668682048.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,112678587.0,483.0,GasA,TA,Y,SBrkr,22.803508502,128024064.0,0.0,31.4165561448,0.0,1.0,1.0,1.0,4.0,1.0,TA,5.0,Typ,1.0,Po,Attchd,7668682048.0,Unf,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,36.0,8072216216.0,WD,Normal,94500
385,216000.0,RL,,10.8190440456,Pave,,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,216.0,125.0,7904383488.0,7904383488.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985.0,Unf,0.0,210644875.0,1580.0,GasA,Ex,Y,SBrkr,32.8481354113,667627624.0,0.0,44.192759588,1.0,1.0,4.0,1.0,9.0,1.0,Gd,9.0,Typ,1.25992104989,Fa,Attchd,7904383488.0,Fin,4.0,501.0,TA,TA,Y,14.6969384567,6.13579243966,0.0,0.0,0.0,0.0,,,,0.0,36.0,8084294343.0,WD,Normal,240000
19,8000.0,RL,8.12403840464,9.5247860817,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,125.0,125.0,8048096064.0,8048096064.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,646.0,Unf,0.0,102503232.0,1114.0,GasA,Ex,Y,SBrkr,33.3766385366,0.0,0.0,33.3766385366,1.0,1.0,1.0,1.0,9.0,1.0,Gd,6.0,Typ,0.0,,Detchd,8048096064.0,Unf,4.0,576.0,TA,TA,Y,0.0,4.67232872836,0.0,0.0,0.0,0.0,,,,0.0,36.0,8096384512.0,WD,Normal,159000
255,8000.0,RL,8.36660026534,9.03598698483,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,125.0,216.0,7495014493.0,7495014493.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,922.0,Unf,0.0,60236288.0,1314.0,GasA,TA,Y,SBrkr,36.2491379208,0.0,0.0,36.2491379208,1.0,1.0,1.0,0.0,9.0,1.0,TA,5.0,Typ,0.0,,Attchd,7495014493.0,RFn,1.0,294.0,TA,TA,Y,15.8113883008,0.0,0.0,0.0,0.0,0.0,,,,0.0,36.0,8120601000.0,WD,Normal,145000
157,8000.0,RL,7.74596669241,8.881836305,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,125.0,343.0,7414875000.0,7414875000.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,FuseF,32.2490309932,0.0,0.0,32.2490309932,0.0,1.0,1.0,0.0,4.0,1.0,TA,5.0,Typ,0.0,,Detchd,7414875000.0,Unf,4.0,625.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,36.0,8072216216.0,WD,Normal,109500
1004,729000.0,RL,,9.35010231435,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn,Duplex,1Story,125.0,216.0,7715442176.0,7715442176.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,4741632000.0,1680.0,GasA,Fa,Y,SBrkr,40.9878030638,0.0,0.0,40.9878030638,0.0,1.0,4.0,0.0,16.0,4.0,TA,8.0,Typ,0.0,,Detchd,7715442176.0,Unf,4.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,36.0,8084294343.0,WD,Normal,136905
567,216000.0,RL,8.77496438739,9.32349046991,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,729.0,125.0,8060150125.0,8084294343.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1412467848.0,1122.0,GasA,Ex,Y,SBrkr,33.674916481,2571353000.0,0.0,50.0399840128,0.0,1.0,4.0,1.0,16.0,1.0,Ex,11.0,Typ,1.0,Gd,BuiltIn,8060150125.0,Fin,9.0,656.0,TA,TA,Y,12.0,3.39121144301,0.0,0.0,0.0,0.0,,,,0.0,36.0,8096384512.0,WD,Normal,325000
1206,8000.0,RL,9.48683298051,9.59451374462,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,343.0,343.0,7880599000.0,7892485271.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485.0,BLQ,5545233.0,3348071936.0,2149.61805066,GasA,Gd,Y,SBrkr,46.8614980554,0.0,0.0,46.8614980554,0.0,1.0,4.0,0.0,9.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,7880599000.0,RFn,9.0,701.0,TA,TA,Y,9.16515138991,4.12128529981,0.0,0.0,0.0,0.0,,,,0.0,36.0,8108486729.0,WD,Normal,271900
